Date,Cumulative Market Returns,Cumulative BAB Strategy Returns
2010-06-07,-0.06917853913893446,-0.006810175606390523
2010-06-08,-0.05920761471861169,-0.011789412145558176
2010-06-09,-0.06423717163747544,-0.0076828776912947205
2010-06-10,-0.03688343984505582,-0.03831092726832275
2010-06-11,-0.032206842556308235,-0.04241900658660036
2010-06-14,-0.03370687049417709,-0.03786804858533077
2010-06-15,-0.011735655250737276,-0.05684871580830775
2010-06-16,-0.012088614880853332,-0.06986458916135141
2010-06-17,-0.010500330205413855,-0.0714745312422903
2010-06-18,-0.014118048603813271,-0.08788696569677856
2010-06-21,-0.016941658324575948,-0.08777381930626404
2010-06-22,-0.03317746470908589,-0.07262934967078816
2010-06-23,-0.0361775205848236,-0.07794408971617284
2010-06-24,-0.052148624076787886,-0.06881950591099628
2010-06-25,-0.048177878728106416,-0.11236115345026076
2010-06-28,-0.05117800192401012,-0.09078386073459743
2010-06-29,-0.08047297802198516,-0.05625771298614379
2010-06-30,-0.08920851007681874,-0.05386378481641774
2010-07-01,-0.09326744484290472,-0.0441252769288335
2010-07-02,-0.09820881234436385,-0.03475730626364648
2010-07-06,-0.09229682269012685,-0.04487956220915834
2010-07-07,-0.0637077658523838,-0.07285332083520435
2010-07-08,-0.054442760692293035,-0.06640752747465484
2010-07-09,-0.04738377005046923,-0.08850637281998719
2010-07-12,-0.04676610752780763,-0.08645443267460406
2010-07-13,-0.03238328871128271,-0.11153882563105799
2010-07-14,-0.03247154544885322,-0.10900474598540832
2010-07-15,-0.03220684255630768,-0.10872561687909832
2010-07-16,-0.05885465508849519,-0.08623280353463958
2010-07-19,-0.05329569238454024,-0.09347775525663837
2010-07-20,-0.04279536217912627,-0.10498204241083886
2010-07-21,-0.05523693669009577,-0.10194643785490065
2010-07-22,-0.034148086861863214,-0.11255142488047598
2010-07-23,-0.02576544711697981,-0.11745690059596758
2010-07-26,-0.0156181438618479,-0.12321635806370324
2010-07-27,-0.015706333279252527,-0.11939656564132162
2010-07-28,-0.022059471981010104,-0.12003023126436296
2010-07-29,-0.026824326007328203,-0.120098531525198
2010-07-30,-0.02700083948246923,-0.12128938928999244
2010-08-02,-0.00502955691886342,-0.13287289818184067
2010-08-03,-0.00979441094518163,-0.12637948959732848
2010-08-04,-0.003176569350878622,-0.13213348194817365
2010-08-05,-0.004235448241226791,-0.13640452798882052
2010-08-06,-0.008294383007312778,-0.12037397438411335
2010-08-09,-0.0030001231959034813,-0.11002249480276471
2010-08-10,-0.008382639744883291,-0.09854387551201049
2010-08-11,-0.035559858062161886,-0.0797960742377608
2010-08-12,-0.04147184771639878,-0.07057918666367935
2010-08-13,-0.04429545743716157,-0.07352650110978509
2010-08-16,-0.04473660648468214,-0.07977224887018575
2010-08-17,-0.03300101855411075,-0.07442795207487651
2010-08-18,-0.031236220403530468,-0.07933369173128813
2010-08-19,-0.04808968931070201,-0.07661508250692517
2010-08-20,-0.05117800192401023,-0.07562562109410909
2010-08-23,-0.05479572032240965,-0.05394643018514722
2010-08-24,-0.06882557950881851,-0.03623738419144251
2010-08-25,-0.06520779379025321,-0.03196325681251344
2010-08-26,-0.07147267575444027,-0.022610866264273333
2010-08-27,-0.05708992425808135,-0.0438944423474924
2010-08-30,-0.07076682381437405,-0.03366558389466945
2010-08-31,-0.07076682381437405,-0.04483213594247015
2010-09-01,-0.042971875654267855,-0.0664542781751325
2010-09-02,-0.034059830124293256,-0.07057204796391991
2010-09-03,-0.02153006619591924,-0.08996879787886813
2010-09-07,-0.0325598021864244,-0.07693780998565503
2010-09-08,-0.025765447116980256,-0.09073554605131795
2010-09-09,-0.021265363303373697,-0.09926113151682248
2010-09-10,-0.01632399580191446,-0.09675954412731969
2010-09-13,-0.005382516548979921,-0.11842305800958253
2010-09-14,-0.00600017907164152,-0.11165298885776276
2010-09-15,-0.002205947198101188,-0.11103959334779079
2010-09-16,-0.002470650090646842,-0.10744845595166663
2010-09-17,-0.007412017592105968,-0.10428444566996331
2010-09-20,0.007764909902055583,-0.118063776634032
2010-09-21,0.005735476179095533,-0.11918120456038073
2010-09-22,0.000794108677636407,-0.1096350367296266
2010-09-23,-0.007323760854535566,-0.10585364081160265
2010-09-24,0.013147426451035393,-0.12558920402180274
2010-09-27,0.00829431568714667,-0.12019872599573911
2010-09-28,0.01182384466814157,-0.1182140797277278
2010-09-29,0.010059113837727063,-0.11780479504508279
2010-09-30,0.0070589906418234705,-0.10839941362638816
2010-10-01,0.011294438883050484,-0.11134581088750273
2010-10-04,0.003705975135969597,-0.10756504302184666
2010-10-05,0.02391245954899479,-0.11558880631454449
2010-10-06,0.023824202811424167,-0.11517661490250042
2010-10-07,0.022588877766100746,-0.11195095788907605
2010-10-08,0.028324353945196723,-0.11609927407111098
2010-10-11,0.0292949760979746,-0.11702309449979398
2010-10-12,0.032471545448853334,-0.12520609351765388
2010-10-13,0.04050115824345468,-0.12286772076157715
2010-10-14,0.036442223477368696,-0.10578622662704462
2010-10-15,0.03855991393789915,-0.08609457625448336
2010-10-18,0.043677727594333415,-0.09793060731463055
2010-10-19,0.030000895358206492,-0.08715863781952127
2010-10-20,0.040060009195934,-0.09563460498737297
2010-10-21,0.04235414581143959,-0.07776071002995166
2010-10-22,0.044295390116994904,-0.07656749022335974
2010-10-25,0.04738370273030301,-0.07261711737387766
2010-10-26,0.04756021620544404,-0.07072441262340057
2010-10-27,0.04456009300954045,-0.0770983766754918
2010-10-28,0.044736606484681474,-0.07347705477610977
2010-10-29,0.045530715162318325,-0.07727204002956123
2010-11-01,0.04588367479243449,-0.07741542197432372
2010-11-02,0.05417805779974749,-0.068454859216321
2010-11-03,0.05841343872080862,-0.07567162732787724
2010-11-04,0.07879643660897506,-0.11091350217711715
2010-11-05,0.08285537137506105,-0.12611539845130515
2010-11-08,0.08082587033193511,-0.12276936266945293
2010-11-09,0.07306096042987931,-0.10998793057212664
2010-11-10,0.07738459808851106,-0.12402284764190608
2010-11-11,0.07332566332242507,-0.11847267994691713
2010-11-12,0.06061938591890992,-0.1092842841359285
2010-11-15,0.059119357981040954,-0.11687935074304023
2010-11-16,0.042618916024151465,-0.11498202986108741
2010-11-17,0.04314832180924255,-0.11297752124913807
2010-11-18,0.058501695458379244,-0.11911156436925341
2010-11-19,0.061413561916712434,-0.11772287530853431
2010-11-22,0.06053119650150518,-0.11018397306552652
2010-11-23,0.0451777555322026,-0.10161520816084524
2010-11-24,0.060619385918909696,-0.1141797663679206
2010-11-26,0.048266135465676596,-0.11127405554048242
2010-11-29,0.05144270481655533,-0.11794394966953381
2010-11-30,0.045530715162318325,-0.11954885430449069
2010-12-01,0.06776670061846968,-0.1299149286912895
2010-12-02,0.0814435328545966,-0.14556160807339025
2010-12-03,0.08435539931292979,-0.15248343174550572
2010-12-06,0.083208331005177,-0.15797204371301887
2010-12-07,0.0838259935278387,-0.15261907463347735
2010-12-08,0.08779667155635407,-0.16236208020948806
2010-12-09,0.09203211979758108,-0.1676328321772511
2010-12-10,0.09838525849933877,-0.1734594819923635
2010-12-13,0.099091110439405,-0.18242344247501663
2010-12-14,0.10006173259218265,-0.1737601073272944
2010-12-15,0.09503217567331901,-0.1718874470106455
2010-12-16,0.10138531437507647,-0.16636237556207478
2010-12-17,0.0967969738238994,-0.15920523305711998
2010-12-20,0.09944407006952116,-0.16703725054074636
2010-12-21,0.10641487129394034,-0.18370369133483222
2010-12-22,0.10985614353736461,-0.19497753034703358
2010-12-23,0.10826785886192525,-0.1909924809438781
2010-12-27,0.10870907522961182,-0.1987320337891172
2010-12-28,0.1102973599050514,-0.19463533061523242
2010-12-29,0.11109146858268826,-0.1913658453634186
2010-12-30,0.10932673775227375,-0.1915766704655809
2010-12-31,0.1095914406448193,-0.19154185143227265
2011-01-03,0.12106239300301103,-0.19906155745445087
2011-01-04,0.12044473048034954,-0.20458772951272108
2011-01-05,0.1262683960768498,-0.21249472768419297
2011-01-06,0.12406244887874873,-0.21474927438495361
2011-01-07,0.12185650168064766,-0.21051837715994237
2011-01-10,0.12044473048034932,-0.21015456783131292
2011-01-11,0.1244154085088649,-0.2156083273711209
2011-01-12,0.1345627790841628,-0.21933712500647962
2011-01-13,0.1327097241960118,-0.21773910551553166
2011-01-14,0.14091591778592027,-0.22114527243602022
2011-01-18,0.1428571620914758,-0.23138616782055565
2011-01-19,0.13165091262582962,-0.21737621023746434
2011-01-20,0.13015088468796066,-0.21628168430655015
2011-01-21,0.1327097241960118,-0.21752363157351273
2011-01-24,0.13915118695550577,-0.218986962944958
2011-01-25,0.13976878215800137,-0.21467541318989503
2011-01-26,0.14418067655420352,-0.2216515875252546
2011-01-27,0.1470043535951322,-0.23094674752203614
2011-01-28,0.12697431533708192,-0.23157126410066708
2011-01-31,0.13544507717920395,-0.24246904345911602
2011-02-01,0.1536221951894352,-0.2503723917261491
2011-02-02,0.15141624799133413,-0.25237299439428584
2011-02-03,0.15397508749938527,-0.2506247856221472
2011-02-04,0.15723984626766851,-0.244104261396614
2011-02-07,0.16447541770479934,-0.2552509034803835
2011-02-08,0.16976974483637441,-0.2517065678970202
2011-02-09,0.16712258127058677,-0.24066915987365922
2011-02-10,0.16756379763827334,-0.24975040658487824
2011-02-11,0.17453453154252663,-0.2686553629083357
2011-02-14,0.1773580739431233,-0.27204239291066046
2011-02-15,0.1736520988071535,-0.2724636409071858
2011-02-16,0.18106418371942512,-0.2852626566419858
2011-02-17,0.18459364538025413,-0.27953903116800305
2011-02-18,0.18706429547090075,-0.28596890498863736
2011-02-22,0.16324009265947614,-0.26732294152078795
2011-02-23,0.15609284528008205,-0.26278537775808075
2011-02-24,0.15529860196211343,-0.2697951557786842
2011-02-25,0.1676519870556783,-0.28263464834624086
2011-02-28,0.17488742385247713,-0.277018155773324
2011-03-01,0.15529860196211343,-0.2619611360921642
2011-03-02,0.15776938669309182,-0.2637125569808534
2011-03-03,0.17771110089340558,-0.2771166133449965
2011-03-04,0.1688873121010015,-0.2712929251547799
2011-03-07,0.15971049635831536,-0.26729131525831207
2011-03-08,0.16985793425377937,-0.28080975984797785
2011-03-09,0.1681813928407696,-0.27521737592392814
2011-03-10,0.14656313722744585,-0.2557616256738038
2011-03-11,0.15450449328447702,-0.26632293205959034
2011-03-14,0.14753375938022395,-0.27809219318537903
2011-03-15,0.13438626560902223,-0.27474245007423825
2011-03-16,0.11338567251836018,-0.27962473157359446
2011-03-17,0.12812138364483516,-0.28822316232199274
2011-03-18,0.12732727496719853,-0.3009149666958212
2011-03-21,0.14479840639703156,-0.3008626685262229
2011-03-22,0.1408275937281842,-0.29601089174672934
2011-03-23,0.14409248713679945,-0.2953612358559896
2011-03-24,0.1550338990695681,-0.2964219608926253
2011-03-25,0.1585634953707289,-0.2990839370122572
2011-03-28,0.15573981832980022,-0.3003956171177734
2011-03-29,0.16350479555202213,-0.2997082457120569
2011-03-30,0.1715344756667896,-0.3024951229721613
2011-03-31,0.16994612367118433,-0.29974200624554637
2011-04-01,0.17488742385247735,-0.3044619890404314
2011-04-04,0.175858046005255,-0.30061688802824527
2011-04-05,0.17568166717044575,-0.3014127279605432
2011-04-06,0.17938764230641557,-0.30600938573223413
2011-04-07,0.17638758643067787,-0.3019490506136162
2011-04-08,0.17232858434442577,-0.29958039696554295
2011-04-11,0.16879912268359676,-0.29443357074686827
2011-04-12,0.1600635233085972,-0.2825444116069378
2011-04-13,0.15997533389119267,-0.28215842305808925
2011-04-14,0.16085763198623404,-0.26874129731185836
2011-04-15,0.16509301290729517,-0.26352109885834074
2011-04-18,0.15203384319382995,-0.2492375929006997
2011-04-19,0.15865168478813318,-0.25993642754543866
2011-04-20,0.17444634212512256,-0.256815663159066
2011-04-21,0.18044645387659797,-0.268656313574655
2011-04-25,0.17921112883127477,-0.2660260568651327
2011-04-26,0.1893584320864068,-0.27655854992345197
2011-04-27,0.19712340930862848,-0.27554934828970556
2011-04-28,0.20100589791973955,-0.2762276250822673
2011-04-29,0.20382944032033623,-0.2823977205581547
2011-05-02,0.2019765200725172,-0.27381921635902295
2011-05-03,0.1976528150937198,-0.2727539247343077
2011-05-04,0.18971145903668885,-0.2622438346072252
2011-05-05,0.17894642593872923,-0.2618776694798771
2011-05-06,0.184152429012568,-0.2637237569654598
2011-05-09,0.1887408368839112,-0.26595188443398876
2011-05-10,0.1988881401390432,-0.26684279076973505
2011-05-11,0.18627018679326457,-0.2501925398644822
2011-05-12,0.19191740623478992,-0.23603468345355139
2011-05-13,0.18274059049210378,-0.2215395943546994
2011-05-16,0.1752404508027594,-0.2187985315765052
2011-05-17,0.17506393732761838,-0.2122581776406126
2011-05-18,0.18556426753303246,-0.2261954910593469
2011-05-19,0.18838780993362914,-0.22233603926760437
2011-05-20,0.17894642593872923,-0.21424457853044476
2011-05-23,0.16526952638243642,-0.20314080440186055
2011-05-24,0.16429890422965876,-0.2001704705777445
2011-05-25,0.1681813928407696,-0.20974286319451263
2011-05-26,0.17356390938974942,-0.21691993527068265
2011-05-27,0.17806399320335586,-0.22031594430458246
2011-05-31,0.19032905423918423,-0.22369024598668352
2011-06-01,0.1635929849694262,-0.20184454939031848
2011-06-02,0.162357659924103,-0.2089538977355635
2011-06-03,0.15079851814850675,-0.20934523767975277
2011-06-06,0.1386216465300829,-0.19581216902918686
2011-06-07,0.13791586191018257,-0.19869244182585089
2011-06-08,0.13315094056369858,-0.18514905685969507
2011-06-09,0.14179821588096164,-0.19436685936325115
2011-06-10,0.12591543644673386,-0.19362546349155307
2011-06-13,0.12679780186194112,-0.1914399084481998
2011-06-14,0.14109243126106152,-0.19729467771138065
2011-06-15,0.12079762279029982,-0.18810463806390854
2011-06-16,0.12326834020111255,-0.17890276230155644
2011-06-17,0.12106239300301147,-0.1821501050757487
2011-06-20,0.12679780186194156,-0.18532940938579512
2011-06-21,0.14223943224864888,-0.20182740644497033
2011-06-22,0.13535688776180033,-0.19681587998515127
2011-06-23,0.13209212899351708,-0.1966940205908777
2011-06-24,0.11894463522231535,-0.1950340409575898
2011-06-27,0.12891555964263834,-0.19875448780087368
2011-06-28,0.14365127076911355,-0.20007406011882356
2011-06-29,0.1534456817142955,-0.20443578468653034
2011-06-30,0.16447541770480067,-0.21474076974228362
2011-07-01,0.1816817789219225,-0.21933373247986798
2011-07-05,0.18071115676914484,-0.212726190931542
2011-07-06,0.18212299528960907,-0.21282603619640328
2011-07-07,0.19438805632543765,-0.22232944494825635
2011-07-08,0.18591715984298363,-0.21492190143950218
2011-07-11,0.1644754177048009,-0.19855651397173657
2011-07-12,0.15944579346577115,-0.19544979394882778
2011-07-13,0.163328282076882,-0.2027786562688828
2011-07-14,0.15529860196211454,-0.20686422066875887
2011-07-15,0.16200476761415428,-0.21072587802282028
2011-07-18,0.15247505956151786,-0.2069612505543057
2011-07-19,0.17118144871650842,-0.211777024797992
2011-07-20,0.1704755294562763,-0.22120289576771857
2011-07-21,0.18671140316095203,-0.2338401584270623
2011-07-22,0.18750551183858888,-0.209793876804666
2011-07-25,0.18088767024428587,-0.2146170455045241
2011-07-26,0.17647577584808394,-0.21264512221883602
2011-07-27,0.15238687014411356,-0.197530632544901
2011-07-28,0.1490337873180938,-0.19473507449455074
2011-07-29,0.14118062067846737,-0.19468000430959786
2011-08-01,0.13632750991457865,-0.202080650858938
2011-08-02,0.10729723670914915,-0.19250264862247546
2011-08-03,0.11329741578079044,-0.18551670241910778
2011-08-04,0.061148859024168445,-0.15697907527790056
2011-08-05,0.05956057434872908,-0.1498535442607246
2011-08-08,-0.009441451315064686,-0.09889846108340872
2011-08-09,0.0366187369525115,-0.12968337322456747
2011-08-10,-0.009176748422519032,-0.11308272168444644
2011-08-11,0.0352951551696179,-0.1321046568505746
2011-08-12,0.042265956394037074,-0.1335950631816274
2011-08-15,0.0643254283750474,-0.14163149472665815
2011-08-16,0.05523686936993166,-0.11881284456808405
2011-08-17,0.055942788630163776,-0.1112681855898644
2011-08-18,0.010412073467844785,-0.08513324736860883
2011-08-19,-0.006088435809210702,-0.05423094532700068
2011-08-22,-0.005294259811407964,-0.03697832758874797
2011-08-23,0.027441988529991468,-0.05177953057037654
2011-08-24,0.04191299676392091,-0.07263573060408579
2011-08-25,0.02603015000952702,-0.07488947093644738
2011-08-26,0.04094237461114325,-0.08852864410606476
2011-08-29,0.07085501323178,-0.11090348139646256
2011-08-30,0.0736786229525428,-0.11183911140821434
2011-08-31,0.0784434769788609,-0.12201432104882792
2011-09-01,0.06714903809581019,-0.10068815353554783
2011-09-02,0.03988349572079497,-0.07472048477613902
2011-09-06,0.03229503197371408,-0.06326843205740385
2011-09-07,0.06141356191671399,-0.08826352666167836
2011-09-08,0.050383825926208825,-0.06528193785097969
2011-09-09,0.022853580658648065,-0.04797860618248917
2011-09-12,0.029471422252951074,-0.049010032749385646
2011-09-13,0.03891287356801687,-0.056572497823325296
2011-09-14,0.05329569238454179,-0.057170044756474137
2011-09-15,0.07147267575444127,-0.06652571097897997
2011-09-16,0.07226678443207812,-0.049665121513522204
2011-09-19,0.06159000807168913,-0.034709049887372556
2011-09-20,0.06035468302636593,-0.02354301279055082
2011-09-21,0.02911846262283535,0.013027888830630108
2011-09-22,-0.004147191503655279,0.04643812244408885
2011-09-23,0.0018529875679862418,0.04529490271296388
2011-09-26,0.025677190379410852,0.007785856226020238
2011-09-27,0.03714814273760281,0.01447131303399507
2011-09-28,0.015971036171799735,0.03667222765892131
2011-09-29,0.02400071628656697,0.030855865684363604
2011-09-30,-0.0015882846754382562,0.05305618244915111
2011-10-03,-0.03000089535820616,0.08568434946883619
2011-10-04,-0.00873559937499846,0.04560035932940987
2011-10-05,0.009617897470042047,0.01932313602487601
2011-10-06,0.02788313757751215,-0.02041397237052034
2011-10-07,0.021000593090663378,0.022094171765834947
2011-10-10,0.055148679952527146,-0.010937612374195549
2011-10-11,0.05620749152270932,-0.02304535355189896
2011-10-12,0.0654724966828002,-0.03914745055717761
2011-10-13,0.06335480622226974,-0.01276853230251973
2011-10-14,0.081531789592169,-0.02654147478976787
2011-10-17,0.0608841561316229,-0.010624856173117703
2011-10-18,0.0816200463297394,-0.05002297200762895
2011-10-19,0.06882551218865385,-0.038484762867395994
2011-10-20,0.07350217679756743,-0.05538794931928703
2011-10-21,0.09388510736556799,-0.05983146022112651
2011-10-24,0.10729723670914937,-0.10303749893019298
2011-10-25,0.08576723783339602,-0.08980382092835493
2011-10-26,0.09679697382390118,-0.09918649656359246
2011-10-27,0.13500399545185093,-0.1470597088642146
2011-10-28,0.1347392925593054,-0.1478220030814823
2011-10-31,0.10738549344671977,-0.12458596004143008
2011-11-01,0.07650223267330536,-0.09834852930542826
2011-11-02,0.09406155352054313,-0.11586224106861476
2011-11-03,0.114003335041023,-0.12612353467532467
2011-11-04,0.10720904729174485,-0.12210544416453006
2011-11-07,0.1140915917785934,-0.11749677806183956
2011-11-08,0.12838608653738204,-0.12283779350217827
2011-11-09,0.08673785998617389,-0.09077859138379862
2011-11-10,0.09697341997887654,-0.08985927778748015
2011-11-11,0.11762112075958853,-0.10488266110496391
2011-11-14,0.10703253381660405,-0.10434015213535242
2011-11-15,0.11250330710315448,-0.10906108355010513
2011-11-16,0.09485572951834609,-0.09685424989456615
2011-11-17,0.07747285482608346,-0.0774541216030169
2011-11-18,0.07632578651833066,-0.07661795109436709
2011-11-21,0.055854599212759704,-0.06536978032332497
2011-11-22,0.05170740770910309,-0.05007324691872317
2011-11-23,0.028500800100173862,-0.033808874674987166
2011-11-25,0.026559555794618328,-0.031023588105914213
2011-11-28,0.056295748260280165,-0.05388536880142625
2011-11-29,0.05929587145618376,-0.03136904342282809
2011-11-30,0.10288534231294721,-0.08827600054357809
2011-12-01,0.10270889615797207,-0.0791422949385221
2011-12-02,0.10173827400519442,-0.10758174805406084
2011-12-05,0.11373863214847746,-0.1255812566860972
2011-12-06,0.1140915917785934,-0.11365609656599829
2011-12-07,0.11823878328224979,-0.11568000752753405
2011-12-08,0.09370859389042696,-0.08925219033088694
2011-12-09,0.1122386042106085,-0.10777680473794171
2011-12-12,0.09600279782609866,-0.08533004202644867
2011-12-13,0.08576723783339624,-0.06622505314035387
2011-12-14,0.0742080287376341,-0.051197921017953174
2011-12-15,0.07809051734874495,-0.05155513605656237
2011-12-16,0.07288444695474028,-0.04707986869647873
2011-12-19,0.06141356191671443,-0.03446072972848924
2011-12-20,0.09353214773545226,-0.06698759189468173
2011-12-21,0.09564983819598272,-0.06265272329520633
2011-12-22,0.10535599240359406,-0.08106613609076263
2011-12-23,0.11523866008634642,-0.07309850531222994
2011-12-27,0.11612102550155368,-0.061644053831053536
2011-12-28,0.1014735711126491,-0.050507517346374264
2011-12-29,0.11285626673327043,-0.06079142350985267
2011-12-30,0.10738549344672021,-0.06132268684249298
2012-01-03,0.1250330710315284,-0.10422675026040285
2012-01-04,0.1267978018619429,-0.11255641966550711
2012-01-05,0.1297978577376806,-0.1275417851931705
2012-01-06,0.1268860585995133,-0.1294489755379047
2012-01-09,0.12962147890287157,-0.1347558223988592
2012-01-10,0.13941588984805353,-0.1554061111546855
2012-01-11,0.14003348505054936,-0.16294151303859972
2012-01-12,0.14276883803374152,-0.17408559575803217
2012-01-13,0.1368569156996704,-0.16717797871167972
2012-01-17,0.14126881009587255,-0.15633242812598824
2012-01-18,0.1538868980819832,-0.17754972813344028
2012-01-19,0.15997533389119512,-0.18725431585374808
2012-01-20,0.16429890422966054,-0.18837241026538998
2012-01-23,0.16129884835392283,-0.19988366562661575
2012-01-24,0.15997533389119512,-0.20580811266753685
2012-01-25,0.16968142077864057,-0.2125548561396896
2012-01-26,0.16368130902716516,-0.22211825575381594
2012-01-27,0.16315190324207407,-0.22311650586274479
2012-01-30,0.1591810905732267,-0.2172018687636379
2012-01-31,0.15874000884587192,-0.2147371040199334
2012-02-01,0.16888731210100394,-0.22101945370507092
2012-02-02,0.17074023234882296,-0.2208770817452851
2012-02-03,0.18715248488830794,-0.23876030341858412
2012-02-06,0.18635837621067108,-0.23626165595904258
2012-02-07,0.1893584320864088,-0.2314768397378426
2012-02-08,0.19288802838756958,-0.23842450643273005
2012-02-09,0.19438805632543854,-0.22993731840442966
2012-02-10,0.18556426753303445,-0.2262304328705711
2012-02-13,0.19438805632543876,-0.23675417214770322
2012-02-14,0.1928880283875698,-0.2338153438167162
